-0.093987,0.012111
-0.106128,0.018867
-0.095897,0.007228
-0.1121,0.000382
-0.089029,0.013032
-0.095059,0.011642
-0.111277,0.009072
-0.100549,0.005681
-0.083361,0.008876
-0.116576,0.005425
-0.101859,0.001653
-0.093501,0.015941
-0.104902,0.006934
-0.092061,0.000097
-0.101648,0.010791
-0.111199,0.000219
-0.008436,-0.007881
-0.028708,-0.018556
0.031955,-0.033233
0.120204,-0.038975
0.164168,0.005735
0.182966,-0.018926
0.219285,0.009295
0.293307,0.004425
0.324632,0.005386
0.337444,0.053759
0.404665,0.039695
0.466429,0.063338
0.454739,0.115465
0.470396,0.079939
0.581382,0.1507
0.558397,0.162538
0.626287,0.18391
0.635219,0.179523
0.692871,0.205929
0.73477,0.247798
0.761125,0.246183
0.794281,0.263353
0.79811,0.285253
0.903322,0.323535
0.873988,0.320746
0.95827,0.360699
0.946544,0.365575
1.028296,0.413387
1.030891,0.410964
1.08846,0.457452
1.071575,0.443191
1.134159,0.493376
1.171991,0.522462
1.189395,0.527401
1.209669,0.541712
1.255332,0.57059
1.32049,0.601244
1.331151,0.622868
1.359658,0.63821
1.429653,0.663348
1.417382,0.660165
1.45368,0.693198
1.541984,0.735257
1.538883,0.731845
1.560129,0.759463
1.596952,0.770644
1.67863,0.817697
1.633691,0.841879
1.693465,0.867943
1.745468,0.884745
1.751356,0.910947
1.776888,0.930445
1.828521,0.943436
1.869078,0.988467
1.903036,1.017436
1.927921,1.013461
1.983943,1.045377
1.981558,1.07565
2.039969,1.100141
2.08324,1.107462
2.102318,1.164488
2.111429,1.159894
2.18161,1.187812
2.180909,1.202519
2.209221,1.253966
2.249448,1.277639
2.280902,1.294187
2.299637,1.351068
2.328848,1.388589
2.387505,1.40888
2.378924,1.433442
2.391469,1.475958
2.449228,1.532581
2.465695,1.511942
2.464838,1.606361
2.477835,1.599719
2.536411,1.661358
2.506938,1.676296
2.540646,1.737532
2.530056,1.750567
2.550514,1.813063
2.530256,1.844607
2.574739,1.905655
2.570302,1.927014
2.551351,1.967239
2.544017,1.985949
2.555405,2.048564
2.562275,2.066103
2.526542,2.112396
2.529829,2.150729
2.500323,2.187022
2.518749,2.212938
2.463093,2.260233
2.439595,2.333498
2.441675,2.350588
2.416185,2.409456
2.386371,2.4293
2.377897,2.437971
2.366937,2.506884
2.324372,2.532421
2.324137,2.570805
2.302774,2.614271
2.27086,2.638888
2.254118,2.655088
2.239858,2.696218
2.219881,2.72673
2.170169,2.795295
2.165026,2.797382
2.132344,2.8665
2.116471,2.876729
2.102977,2.902035
2.087115,2.944939
2.046407,2.98887
2.036363,3.003307
2.02544,3.035028
1.989516,3.095766
1.970624,3.102467
1.957016,3.146899
1.932599,3.172105
1.894176,3.227299
1.898175,3.236451
1.868664,3.274103
1.812743,3.332848
1.81886,3.347608
1.796441,3.380387
1.766306,3.425967
1.741171,3.457166
1.726944,3.480036
1.71191,3.52584
1.674735,3.548971
1.673078,3.568436
1.645174,3.623468
1.615862,3.640444
1.599605,3.699889
1.578801,3.703664
1.555899,3.748971
1.528098,3.805856
1.523233,3.801129
1.47971,3.865737
1.450844,3.903582
1.447593,3.913378
1.43162,3.96293
1.374194,4.001268
1.360664,4.03931
1.366563,4.05362
1.31927,4.114591
1.314087,4.107318
1.278875,4.164609
1.276026,4.197442
1.246147,4.229122
1.225117,4.249142
1.208942,4.303674
1.177034,4.313205
1.165438,4.360133
1.14599,4.392364
1.112926,4.434575
1.097196,4.461667
1.070636,4.498376
1.04923,4.546267
1.028831,4.56415
1.007921,4.600553
0.988738,4.652116
0.963759,4.657776
0.939005,4.712443
0.929012,4.747936
0.892351,4.772444
0.877262,4.807297
0.859475,4.839443
0.834388,4.876839
0.808158,4.917452
0.797689,4.93979
0.767636,4.992364
0.747087,4.995159
0.719197,5.05031
0.717419,5.087588
0.665154,5.112576
0.658372,5.146989
0.640166,5.189858
0.614791,5.218437
0.583684,5.260754
0.569565,5.288501
0.5418,5.342802
0.526546,5.348154
0.492345,5.392179
0.502535,5.427626
0.446491,5.464742
0.444787,5.478783
0.412128,5.542187
0.382118,5.565651
0.374516,5.588406
0.341114,5.639083
0.325962,5.682676
0.283783,5.693632
0.267674,5.713854
0.250702,5.759537
0.185194,5.791124
0.188626,5.796717
0.152764,5.831041
0.120236,5.888393
0.100068,5.877289
0.009298,5.942186
0.004433,5.950564
-0.061482,5.966826
-0.049011,5.969187
-0.132269,6.040746
-0.163572,6.035589
-0.182843,6.015588
-0.225611,6.007694
-0.276977,6.04646
-0.313671,6.046239
-0.369968,6.025771
-0.403701,6.045463
-0.438639,6.028737
-0.49088,6.034025
-0.502727,6.000937
-0.558217,6.022742
-0.627185,5.988305
-0.627423,5.959027
-0.685599,5.925465
-0.717796,5.950445
-0.735043,5.853791
-0.774399,5.8204
-0.758986,5.844057
-0.83835,5.821942
-0.887935,5.772878
-0.889424,5.791559
-0.979052,5.728557
-1.009073,5.729069
-0.991397,5.701102
-1.076273,5.711943
-1.0681,5.681644
-1.142107,5.650841
-1.148835,5.665583
-1.183283,5.628396
-1.23156,5.58126
-1.220006,5.569702
-1.306213,5.535381
-1.307103,5.528194
-1.366031,5.487713
-1.358432,5.512765
-1.434305,5.454493
-1.457024,5.437946
-1.505831,5.417869
-1.512056,5.413604
-1.587865,5.369503
-1.572911,5.371019
-1.623592,5.358104
-1.655913,5.3244
